"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count	Population	Crude Rate
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2007"	"2007"	"Female"	"F"	597	677797	88.1
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	693	649243	106.7
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2008"	"2008"	"Female"	"F"	609	679413	89.6
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2008"	"2008"	"Male"	"M"	674	651096	103.5
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2009"	"2009"	"Female"	"F"	640	678694	94.3
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	705	650896	108.3
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2010"	"2010"	"Female"	"F"	631	677943	93.1
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2010"	"2010"	"Male"	"M"	665	649708	102.4
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2011"	"2011"	"Female"	"F"	589	678007	86.9
	"Lung and Bronchus"	"22030"	"Maine"	"23"	"2011"	"2011"	"Male"	"M"	643	650466	98.9
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2002"	"2002"	"Female"	"F"	1717	2815197	61.0
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2002"	"2002"	"Male"	"M"	1896	2625192	72.2
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2003"	"2003"	"Female"	"F"	1821	2843847	64.0
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2003"	"2003"	"Male"	"M"	2015	2652422	76.0
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2004"	"2004"	"Female"	"F"	1820	2870043	63.4
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2004"	"2004"	"Male"	"M"	1909	2676892	71.3
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2005"	"2005"	"Female"	"F"	1790	2891761	61.9
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2005"	"2005"	"Male"	"M"	1968	2700618	72.9
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2006"	"2006"	"Female"	"F"	1864	2907963	64.1
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2006"	"2006"	"Male"	"M"	1921	2719404	70.6
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2007"	"2007"	"Female"	"F"	1861	2920109	63.7
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2007"	"2007"	"Male"	"M"	1925	2733299	70.4
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2008"	"2008"	"Female"	"F"	1891	2935788	64.4
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2008"	"2008"	"Male"	"M"	1971	2749177	71.7
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2009"	"2009"	"Female"	"F"	1862	2960001	62.9
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2009"	"2009"	"Male"	"M"	1847	2770387	66.7
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2010"	"2010"	"Female"	"F"	1799	2988816	60.2
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2010"	"2010"	"Male"	"M"	1873	2799968	66.9
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2011"	"2011"	"Female"	"F"	1878	3013514	62.3
	"Lung and Bronchus"	"22030"	"Maryland"	"24"	"2011"	"2011"	"Male"	"M"	1845	2826727	65.3
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2002"	"2002"	"Female"	"F"	2396	3319436	72.2
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2002"	"2002"	"Male"	"M"	2540	3097770	82.0
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2003"	"2003"	"Female"	"F"	2419	3320817	72.8
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2003"	"2003"	"Male"	"M"	2454	3101748	79.1
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2004"	"2004"	"Female"	"F"	2493	3314634	75.2
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2004"	"2004"	"Male"	"M"	2466	3097647	79.6
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2005"	"2005"	"Female"	"F"	2596	3309010	78.5
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2005"	"2005"	"Male"	"M"	2589	3094280	83.7
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2006"	"2006"	"Female"	"F"	2589	3311185	78.2
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2006"	"2006"	"Male"	"M"	2484	3098899	80.2
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2007"	"2007"	"Female"	"F"	2565	3321653	77.2
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2007"	"2007"	"Male"	"M"	2505	3109906	80.5
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2008"	"2008"	"Female"	"F"	2669	3340730	79.9
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2008"	"2008"	"Male"	"M"	2514	3128237	80.4
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2009"	"2009"	"Female"	"F"	2662	3365859	79.1
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2009"	"2009"	"Male"	"M"	2536	3151754	80.5
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2010"	"2010"	"Female"	"F"	2604	3390251	76.8
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2010"	"2010"	"Male"	"M"	2357	3176189	74.2
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2011"	"2011"	"Female"	"F"	2566	3412828	75.2
	"Lung and Bronchus"	"22030"	"Massachusetts"	"25"	"2011"	"2011"	"Male"	"M"	2466	3201390	77.0
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2002"	"2002"	"Female"	"F"	3329	5100171	65.3
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2002"	"2002"	"Male"	"M"	4072	4915539	82.8
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2003"	"2003"	"Female"	"F"	3558	5110521	69.6
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2003"	"2003"	"Male"	"M"	4431	4930631	89.9
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2004"	"2004"	"Female"	"F"	3533	5117929	69.0
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2004"	"2004"	"Male"	"M"	4145	4937386	84.0
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2005"	"2005"	"Female"	"F"	3655	5114320	71.5
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2005"	"2005"	"Male"	"M"	4220	4936817	85.5
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2006"	"2006"	"Female"	"F"	3674	5106621	71.9
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2006"	"2006"	"Male"	"M"	4213	4929460	85.5
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2007"	"2007"	"Female"	"F"	3868	5091035	76.0
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2007"	"2007"	"Male"	"M"	4278	4910249	87.1
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2008"	"2008"	"Female"	"F"	3659	5065899	72.2
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	4204	4880990	86.1
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	3642	5044338	72.2
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	4141	4857253	85.3
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	3849	5032392	76.5
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	4248	4845205	87.7
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	3882	5034506	77.1
	"Lung and Bronchus"	"22030"	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	4079	4848547	84.1
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2002"	"2002"	"Female"	"F"	1295	2531205	51.2
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2002"	"2002"	"Male"	"M"	1526	2487730	61.3
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2003"	"2003"	"Female"	"F"	1351	2546999	53.0
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2003"	"2003"	"Male"	"M"	1573	2506573	62.8
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2004"	"2004"	"Female"	"F"	1355	2564037	52.8
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2004"	"2004"	"Male"	"M"	1555	2523676	61.6
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2005"	"2005"	"Female"	"F"	1325	2579546	51.4
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2005"	"2005"	"Male"	"M"	1596	2540052	62.8
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2006"	"2006"	"Female"	"F"	1392	2600951	53.5
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2006"	"2006"	"Male"	"M"	1510	2562604	58.9
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2007"	"2007"	"Female"	"F"	1448	2622551	55.2
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2007"	"2007"	"Male"	"M"	1611	2584652	62.3
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2008"	"2008"	"Female"	"F"	1502	2642672	56.8
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2008"	"2008"	"Male"	"M"	1574	2604346	60.4
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2009"	"2009"	"Female"	"F"	1530	2659958	57.5
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2009"	"2009"	"Male"	"M"	1653	2621245	63.1
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2010"	"2010"	"Female"	"F"	1602	2675292	59.9
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2010"	"2010"	"Male"	"M"	1621	2635642	61.5
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2011"	"2011"	"Female"	"F"	1504	2692147	55.9
	"Lung and Bronchus"	"22030"	"Minnesota"	"27"	"2011"	"2011"	"Male"	"M"	1637	2654473	61.7
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2002"	"2002"	"Female"	"F"	Missing	Missing	Missing
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2002"	"2002"	"Male"	"M"	Missing	Missing	Missing
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2003"	"2003"	"Female"	"F"	879	1479611	59.4
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2003"	"2003"	"Male"	"M"	1435	1388701	103.3
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2004"	"2004"	"Female"	"F"	914	1490115	61.3
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2004"	"2004"	"Male"	"M"	1422	1398895	101.7
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2005"	"2005"	"Female"	"F"	918	1482601	61.9
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2005"	"2005"	"Male"	"M"	1354	1393628	97.2
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2006"	"2006"	"Female"	"F"	899	1496313	60.1
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2006"	"2006"	"Male"	"M"	1462	1408665	103.8
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2007"	"2007"	"Female"	"F"	962	1507071	63.8
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2007"	"2007"	"Male"	"M"	1560	1421279	109.8
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2008"	"2008"	"Female"	"F"	1027	1516955	67.7
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2008"	"2008"	"Male"	"M"	1585	1430851	110.8
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2009"	"2009"	"Female"	"F"	992	1522000	65.2
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2009"	"2009"	"Male"	"M"	1503	1436774	104.6
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2010"	"2010"	"Female"	"F"	1014	1527379	66.4
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2010"	"2010"	"Male"	"M"	1458	1443236	101.0
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	1005	1531631	65.6
	"Lung and Bronchus"	"22030"	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	1447	1447516	100.0
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	2039	2910476	70.1
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	2832	2764349	102.4
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	2189	2926556	74.8
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	2882	2782847	103.6
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	2136	2942685	72.6
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	2846	2805056	101.5
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	2311	2962870	78.0
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2005"	"2005"	"Male"	"M"	2942	2827430	104.1
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2006"	"2006"	"Female"	"F"	2345	2987563	78.5
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2006"	"2006"	"Male"	"M"	2886	2855141	101.1
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	2268	3007493	75.4
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	2824	2880119	98.1
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	2378	3024837	78.6
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	2784	2899079	96.0
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	2472	3042021	81.3
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	2906	2919067	99.6
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	2447	3058876	80.0
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	2768	2937213	94.2
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	2439	3065745	79.6
	"Lung and Bronchus"	"22030"	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	2874	2945437	97.6
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2002"	"2002"	"Female"	"F"	301	456712	65.9
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2002"	"2002"	"Male"	"M"	367	454955	80.7
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2003"	"2003"	"Female"	"F"	302	460116	65.6
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2003"	"2003"	"Male"	"M"	374	459514	81.4
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2004"	"2004"	"Female"	"F"	303	465000	65.2
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2004"	"2004"	"Male"	"M"	352	465009	75.7
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2005"	"2005"	"Female"	"F"	363	469780	77.3
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2005"	"2005"	"Male"	"M"	382	470322	81.2
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2006"	"2006"	"Female"	"F"	351	475341	73.8
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2006"	"2006"	"Male"	"M"	367	477351	76.9
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	361	480939	75.1
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	388	483767	80.2
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	330	486477	67.8
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	380	489938	77.6
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	347	490122	70.8
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	377	493860	76.3
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	343	493472	69.5
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	352	497258	70.8
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	338	497009	68.0
	"Lung and Bronchus"	"22030"	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	404	500509	80.7
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2002"	"2002"	"Female"	"F"	466	874803	53.3
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2002"	"2002"	"Male"	"M"	668	853489	78.3
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2003"	"2003"	"Female"	"F"	515	879362	58.6
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2003"	"2003"	"Male"	"M"	658	859281	76.6
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2004"	"2004"	"Female"	"F"	499	883984	56.4
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2004"	"2004"	"Male"	"M"	741	865386	85.6
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2005"	"2005"	"Female"	"F"	518	889468	58.2
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2005"	"2005"	"Male"	"M"	681	872029	78.1
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2006"	"2006"	"Female"	"F"	519	894687	58.0
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2006"	"2006"	"Male"	"M"	684	878006	77.9
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	595	900106	66.1
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	696	883334	78.8
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	574	905814	63.4
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	640	890564	71.9
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	519	913619	56.8
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	636	899064	70.7
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	566	921463	61.4
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	661	908128	72.8
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	529	926785	57.1
	"Lung and Bronchus"	"22030"	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	648	914129	70.9
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2002"	"2002"	"Female"	"F"	749	1069764	70.0
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2002"	"2002"	"Male"	"M"	891	1104027	80.7
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2003"	"2003"	"Female"	"F"	818	1108135	73.8
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2003"	"2003"	"Male"	"M"	863	1140715	75.7
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2004"	"2004"	"Female"	"F"	851	1156586	73.6
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2004"	"2004"	"Male"	"M"	876	1189636	73.6
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2005"	"2005"	"Female"	"F"	768	1198846	64.1
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2005"	"2005"	"Male"	"M"	868	1233297	70.4
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2006"	"2006"	"Female"	"F"	857	1243993	68.9
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2006"	"2006"	"Male"	"M"	930	1278665	72.7
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2007"	"2007"	"Female"	"F"	856	1284052	66.7
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2007"	"2007"	"Male"	"M"	886	1317020	67.3
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2008"	"2008"	"Female"	"F"	875	1310601	66.8
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2008"	"2008"	"Male"	"M"	932	1343029	69.4
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2009"	"2009"	"Female"	"F"	865	1327618	65.2
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2009"	"2009"	"Male"	"M"	864	1357047	63.7
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2010"	"2010"	"Female"	"F"	799	1338331	59.7
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2010"	"2010"	"Male"	"M"	878	1364152	64.4
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2011"	"2011"	"Female"	"F"	863	1345187	64.2
	"Lung and Bronchus"	"22030"	"Nevada"	"32"	"2011"	"2011"	"Male"	"M"	889	1367927	65.0
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2002"	"2002"	"Female"	"F"	434	643680	67.4
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2002"	"2002"	"Male"	"M"	457	625409	73.1
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2003"	"2003"	"Female"	"F"	440	648513	67.8
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2003"	"2003"	"Male"	"M"	473	631327	74.9
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2004"	"2004"	"Female"	"F"	461	653845	70.5
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2004"	"2004"	"Male"	"M"	526	636276	82.7
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2005"	"2005"	"Female"	"F"	515	657932	78.3
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2005"	"2005"	"Male"	"M"	519	640560	81.0
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2006"	"2006"	"Female"	"F"	478	662773	72.1
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2006"	"2006"	"Male"	"M"	505	645616	78.2
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2007"	"2007"	"Female"	"F"	465	664987	69.9
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2007"	"2007"	"Male"	"M"	535	647553	82.6
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2008"	"2008"	"Female"	"F"	497	666576	74.6
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2008"	"2008"	"Male"	"M"	537	649330	82.7
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2009"	"2009"	"Female"	"F"	511	666875	76.6
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2009"	"2009"	"Male"	"M"	527	649227	81.2
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2010"	"2010"	"Female"	"F"	536	667248	80.3
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	545	649559	83.9
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	556	668935	83.1
	"Lung and Bronchus"	"22030"	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	542	651509	83.2
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2002"	"2002"	"Female"	"F"	2913	4398801	66.2
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2002"	"2002"	"Male"	"M"	3161	4153842	76.1
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2003"	"2003"	"Female"	"F"	2895	4421964	65.5
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2003"	"2003"	"Male"	"M"	3116	4179438	74.6
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2004"	"2004"	"Female"	"F"	2881	4436964	64.9
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2004"	"2004"	"Male"	"M"	2905	4197597	69.2
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2005"	"2005"	"Female"	"F"	3006	4443545	67.6
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2005"	"2005"	"Male"	"M"	3121	4208429	74.2
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2006"	"2006"	"Female"	"F"	3030	4448099	68.1
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2006"	"2006"	"Male"	"M"	3111	4213580	73.8
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2007"	"2007"	"Female"	"F"	3050	4455148	68.5
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2007"	"2007"	"Male"	"M"	3112	4222737	73.7
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2008"	"2008"	"Female"	"F"	3140	4469901	70.2
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2008"	"2008"	"Male"	"M"	3028	4241189	71.4
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2009"	"2009"	"Female"	"F"	3048	4493506	67.8
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2009"	"2009"	"Male"	"M"	2995	4262096	70.3
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2010"	"2010"	"Female"	"F"	2909	4515662	64.4
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2010"	"2010"	"Male"	"M"	2891	4283789	67.5
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2011"	"2011"	"Female"	"F"	3084	4527643	68.1
	"Lung and Bronchus"	"22030"	"New Jersey"	"34"	"2011"	"2011"	"Male"	"M"	2931	4300909	68.1
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	394	941856	41.8
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	510	913453	55.8
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	383	952303	40.2
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	472	925271	51.0
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	422	964738	43.7
	"Lung and Bronchus"	"22030"	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	481	939070	51.2
